,Papel,Segmento,Cotação,FFO Yield,Dividend Yield,P/VP,Valor de Mercado,Liquidez,Qtd de imóveis,Preço do m2,Aluguel por m2,Cap Rate,Vacância Média,Endereço
256,PATC11,Lajes Corporativas,"73,49","4,30%","5,33%","0,95",255.557.000,879.103,7,"18.627,70","1.062,69","5,70%","2,90%","Rua Ministro Jesuíno Cardoso, 454, Vila Olímpia, São Paulo - SP,Avenida Brigadeiro Faria Lima, 3311, Itaim Bibi, São Paulo - SP.,Rua Fidêncio Ramos, 308, Vila Olímpia, São Paulo - SP,Rua Pascoal Pais, 525 - São Paulo,Alameda Vicente Pinzon, 51, Vila Olímpia, São Paulo - SP,R. Gomes de Carvalho, 1996, Vila Olímpia, São Paulo - SP,Avenida Paulista, 1.842 - São Paulo"
257,PATL11,Logística,"72,73","9,48%","9,60%","0,74",363.034.000,726.663,4,"2.325,28","264,91","11,39%","0,00%","Av. Industrial Alda Mendes Bernardes, 1881  Itatiaia, RJ,Av. José Carlos Costa, 688  Ribeirão das Neves, MG,Av. Nossa Senhora Auxiliadora, 901, Jundiaí - SP, CEP: 13214-855,Av. Nossa Senhora Auxiliadora, 831, Jundiaí - SP, CEP: 13214-855"
258,PDDA11B,Logística,"106,50","1,54%","0,00%","1,58",264.257.000,0,2,"2.891,39","100,28","3,47%","0,00%","Lote nº 21 - Distrito Industrial - Bairro Benfica - Juiz de Fora/MG,Rod. Washington Luiz, km 114, Via Projetada Aterial PD04, nº 3777"
259,PEMA11,Títulos e Val. Mob.,"40,70","18,35%","19,21%","0,54",22.466.400,925,0,"0,00","0,00","0,00%","0,00%",
260,PLCA11,Títulos e Val. Mob.,"89,90","8,91%","11,82%","0,95",50.076.000,85.132,0,"0,00","0,00","0,00%","0,00%",
261,PLCR11,Híbrido,"85,18","22,25%","14,71%","0,92",179.659.000,441.118,0,"0,00","0,00","0,00%","0,00%",
262,PLOG11,Logística,"66,71","20,24%","12,09%","0,63",50.032.500,30.382,1,"685,31","166,70","24,33%","0,00%","Rodovia PE-060  Km 14,5  Ipojuca, Pernambuco"
263,PLRI11,Títulos e Val. Mob.,"19,57","-3,81%","29,06%","0,62",18.675.700,8.072,0,"0,00","0,00","0,00%","0,00%",
264,PORD11,Títulos e Val. Mob.,"89,32","11,74%","14,80%","0,91",333.018.000,774.693,0,"0,00","0,00","0,00%","0,00%",
265,PQAG11,Logística,"54,00","9,55%","9,53%","0,94",755.562.000,5.347,1,"11.986,60","1.106,96","9,23%","0,00%","Av. Alexandre Colares, 1188, Parque Anhanguera, São Paulo-SP"
266,PQDP11,Shoppings,"1.830,00","11,28%","11,17%","0,59",449.289.000,133.506,1,"1.698,93","240,28","14,14%","4,49%","Avenida Guilherme Campos 500, 500, Sem Complemento, Jardim Santa Genebra, Campinas/SP, Brasil, 13087-901"
267,PRSN11B,Residencial,"1,42","-24,90%","26,64%","0,36",4.588.370,232,2,"9.547,55","0,00","0,00%","0,00%","Avenida Geremario Dantas 1401, Jacarepagua , Rio de Janeiro,Estrada de Barra da Tijuca 345, Barra da Tijuca , Rio de Janeiro"
268,PRSV11,Lajes Corporativas,"83,00","0,76%","0,00%","0,39",16.185.000,2.447,1,"1.485,03","214,43","14,44%","100,00%","Avenida Presidente Vargas, 850, Centro, Rio de Janeiro - RJ"
269,PURB11,Híbrido,"95,10","-1,72%","1,45%","0,87",107.954.000,0,2,"18.744,40","3.027,88","16,15%","9,70%","Avenida Flamboyants, nº 855 - Barra da Tijuca,Rua Bruno Giorgi, nº 114, Jacarepaguá - Rio de Janeiro"
270,PVBI11,Lajes Corporativas,"97,36","2,64%","7,15%","0,95",1.182.170.000,4.008.070,4,"17.807,70","1.333,43","7,49%","0,35%","Avenida Brigadeiro Luis Antonio, 3521, Jardim Paulista, Sao Paulo/SP, Brasil, 01401-001,Rua Leopoldo Couto Magalhães Júnior, 822, Itaim Bibi, São Paulo/SP, Brasil, 04542-000,Rua Fidêncio Ramos, 302, Vila Olímpia, Sao Paulo/SP, Brasil, 04551-010,Avenida Brigadeiro Faria Lima, 4440, Itaim Bibi, São Paulo/SP, Brasil, 04538-132"
271,QAGR11,Outros,"47,00","10,62%","10,43%","0,84",236.880.000,210.791,12,"2.802,58","337,33","12,04%","0,00%","Rua Barra Mansa, S/n, Pinheirinho, Francisco Beltrao/PR, Brasil, 85603-260,Rodovia Pr 218, Km 12, Gleba Patr. Sabáudia, Sabaudia/PR, Brasil, 86720-000,Rodovia Br364, Km 203, Setor Francisco Antonio, Jatai/GO, Brasil, 75801-615,Rodovia Pr 537, Km 0, Bela Vista Do Paraiso/PR, Brasil, 86130-000,Rua Goias, 540, Nazaré, Medianeira/PR, Brasil, 85884-000,Anel Viario Ayrton Senna, 2000, Distrito Industrial, Uberlandia/MG, Brasil, 38402-329,Rodovia Mg 190, Km 72,, Nova Ponte/MG, Brasil, 38160-000,Avenida Jose Bonifacio, 769, Vila Atalaia, Cambe/PR, Brasil, 86181-570,Rodovia Pr493, 5500, , Fraron, Pato Branco/PR, Brasil, 85503-378,Avenida Senador Attilio Fontana, 1989, Parque Sao Joao, Paranagua/PR, Brasil, 83212-250,Linha Agroisa, S/n, Nas Margens Da Rodovia Sc 305, S/n, Campo Ere/SC, Brasil, 89980-000,Km 186, S/n, Assai/PR, Brasil, 86220-000"
272,QAMI11,Híbrido,"79,94","29,07%","14,02%","0,85",64.063.800,27.872,0,"0,00","0,00","0,00%","0,00%",
273,QIFF11,Títulos e Val. Mob.,"97,49","7,63%","0,00%","1,09",14.623.500,0,0,"0,00","0,00","0,00%","0,00%",
274,QIRI11,Títulos e Val. Mob.,"78,04","9,53%","2,64%","0,87",11.706.000,0,0,"0,00","0,00","0,00%","0,00%",
275,QMFF11,Títulos e Val. Mob.,"98,52","7,55%","0,00%","1,10",14.778.000,0,0,"0,00","0,00","0,00%","0,00%",
276,RBBV11,Títulos e Val. Mob.,"100,00","6,51%","0,00%","0,99",125.416.000,0,0,"0,00","0,00","0,00%","0,00%",
277,RBCO11,Lajes Corporativas,"44,00","12,33%","8,39%","0,49",166.276.000,144.616,4,"3.812,31","614,84","16,13%","0,00%","Rua Bela Cintra, 986, São Paulo - SP,Av. Morumbi, 8.234, São Paulo - SP,Alameda Santos, nº 1.039, São Paulo - SP,Av. das Nações Unidas, 17.891, São Paulo - SP"
278,RBDS11,Residencial,"3,13","-37,12%","0,00%","0,16",396.017,1.055,0,"0,00","0,00","0,00%","0,00%",
279,RBED11,Outros,"136,00","10,33%","10,80%","0,94",320.283.000,217.238,7,"3.331,11","347,17","10,42%","0,00%","Rua Timbiras, 1387, Funcionários - Belo Horizonte/MG,Avenida Presidente Juscelino Kubitschek, n° 227/229 e 247, Centro - Betim/MG,Av. Dr. Rudge Ramos, nº 1.501 - São Bernardo do Campo/SP,Avenida Beira Rio, 3.001, Jardim Europa - Cuiabá/MT,Rua Senador Fláquer, 456 - Centro - Santo André-SP,Rua da Consolação, nºs 2.320 e 2.322 - São Paulo/SP,Avenida São Luís Rei de França, 32, Turu - São Luís/MA"
280,RBFF11,Títulos e Val. Mob.,"57,74","8,12%","10,34%","0,88",216.480.000,315.314,0,"0,00","0,00","0,00%","0,00%",
281,RBGS11,Shoppings,"28,45","3,30%","0,00%","0,31",30.669.100,0,1,"1.051,57","52,68","5,01%","11,94%","Avenida Marechal Fontenelle, 3545 - Rio de Janeiro, RJ - CEP 21740-001"
282,RBHG11,Títulos e Val. Mob.,"86,29","10,19%","15,64%","0,95",149.073.000,638.181,0,"0,00","0,00","0,00%","0,00%",
283,RBHY11,Títulos e Val. Mob.,"92,99","11,51%","16,27%","1,00",176.077.000,340.809,0,"0,00","0,00","0,00%","0,00%",
284,RBIR11,Residencial,"79,50","-2,03%","1,90%","0,85",121.525.000,43.661,0,"0,00","0,00","0,00%","0,00%",
285,RBIV11,Títulos e Val. Mob.,"83,70","10,51%","0,00%","0,92",144.599.000,0,0,"0,00","0,00","0,00%","0,00%",
286,RBLG11,Logística,"100,50","10,42%","10,25%","1,00",64.340.000,1.401,1,"358,53","35,70","9,96%","0,00%","Km 11, 3010, Zona De Expansão Urbana, Parauapebas-pa, Rodovia Pa-275, Parauapebas/PA, Brasil, 68515-000"
287,RBOP11,Outros,"496,99","26,23%","16,04%","0,64",50.526.000,67.810,2,"2.732,06","687,68","25,17%","4,34%","Rua Rio de Janeiro, 654, Belo Horizonte/MG,Avenida Rio Branco, 89, Centro, Rio de Janeiro/RJ"
288,RBRD11,Híbrido,"38,59","9,80%","9,50%","0,58",71.460.400,29.814,4,"2.581,48","338,87","13,13%","27,96%","RUA JOÃO PESSOA, 86 - NATAL  RN,RODOVIA AYRTON SENNA - UBERLÂNDIA - MG,RUA DR. NILO PEÇANHA Nº 564, BAIRRO SÃO MIGUEL - SÃO GONÇALO  RJ,RUA DO CATETE N° 194 E 196, ESQUINA COM RUA CORREA DUTRA - RIO DE JANEIRO  RJ"
289,RBRF11,Títulos e Val. Mob.,"78,10","9,21%","9,61%","0,95",1.068.470.000,2.881.320,0,"0,00","0,00","0,00%","0,00%",
290,RBRI11,Híbrido,"915,00","-2,31%","0,00%","0,76",124.863.000,1.701,0,"0,00","0,00","0,00%","0,00%",
291,RBRL11,Logística,"93,50","7,48%","8,14%","0,89",625.238.000,591.902,5,"1.908,26","182,98","9,59%","0,00%","Condomínio Tech Town, unid nº7, Rodovia SP 101, Hortolândia, Comarca de Sumaré/SP,Est Carlos Roberto Prataviera, nº 650, Hortolândia, Comarca de Sumaré/SP,Estrada Municipal Vargem do João Pinto nº 450, Gleba 1 - Extrema/MG,Rod. Presidente Tancredo Neves, km45,Estrada Municipal Luiz Lopes Neto, nº 21, Bairro dos Tenentes - Extrema/MG"
292,RBRM11,Títulos e Val. Mob.,"160.000,00","21,64%","19,98%","3,41",86.240.000,0,0,"0,00","0,00","0,00%","0,00%",
293,RBRP11,Outros,"57,50","7,56%","6,86%","0,72",700.303.000,1.094.540,11,"9.271,58","741,59","8,00%","32,32%","Alameda Grajaú, nº 98  Alphaville Industrial, Barueri/SP,Rua Cincinato Braga, 340 - Bela Vista - São Paulo - SP,Rua Amauri, 299, 311 (lojas) e 305 (entrada), Jardim Paulistano.,Rua Ministro Jesuíno Cardoso 589 x Cel. Joaquim Ferreira Lobo, 360,Rua Gomes de Carvalho, 1.356, São Paulo - SP,Avenida Venezuela, 43 - Saúde - Rio de Janeiro - RJ,Av. República do Chile, 230  Centro, Rio de Janeiro - RJ,Rua Gerivatiba, esquina com a Rua Pirajussara, nºs 71,
87 e 95, com frente também para a Rua Desembargador Armando Fairbanks, nº 32,
Pinheiros, São Paulo  SP.,Av. Brigadeiro Faria Lima nº 1.461, Pinheiros, São Paulo/SP,Rua Casa do Ator, 1.155 - Vila Olímpia - São Paulo - SP,Avenida João Dias n° 1.645 - Santo Amaro, São Paulo - SP"
294,RBRR11,Títulos e Val. Mob.,"90,43","8,42%","12,32%","0,95",1.215.280.000,3.824.340,0,"0,00","0,00","0,00%","0,00%",
295,RBRS11,Híbrido,"53,50","9,65%","9,70%","0,57",92.785.000,22.917,3,"8.644,24","811,03","9,38%","3,89%","Rua Apeninos, 973, Paraíso, São Paulo - SP,Av. Sabiá, 641, Indianápolis, São Paulo - SP,Rua Dr. Tomás Alves, 172 e 184, Vila Mariana, São Paulo - SP"
296,RBRX11,Títulos e Val. Mob.,"89,97","12,00%","14,13%","0,95",169.206.000,436.715,0,"0,00","0,00","0,00%","0,00%",
297,RBRY11,Títulos e Val. Mob.,"96,69","11,49%","14,45%","0,97",536.320.000,1.444.860,0,"0,00","0,00","0,00%","0,00%",
298,RBTS11,Outros,"1.121,00","4,10%","34,26%","1,30",63.364.500,0,0,"0,00","0,00","0,00%","0,00%",
299,RBVA11,Outros,"103,90","11,12%","11,56%","0,96",1.204.010.000,845.989,77,"9.058,80","1.121,97","12,39%","7,05%","Av. de Pinedo, nº 228 - São Paulo - SP,Rua Antônio Vieira, nº 24 - Loja A - Rio de Janeiro - RJ,Av. das Américas, nº 15.545 - Rio de Janeiro - RJ,Av. Santa Catarina, 287 - São Paulo - SP,Av. Padre Antônio Jose Dos Santos, nº 872 - São Paulo - SP,Av. Paulista, 436 - SP,R Mal Deodoro 195 - PR,Rua Imp. Dom Pedro II, 255 - PE,Praça Pio X, 78 - RJ,Estrada de Taipas, 355 - São Paulo/SP,Rua Sesefredo Klein Doll, 12 - Embu-Guaçu - SP,Av. do Cursino, nº 1348 - São Paulo - SP,R. Pedro Vicente, 222 - São Paulo - SP,Av. do Imperador, 3892 - São Paulo/SP,Rua Alves Guimarães, nº 50, Pinheiros - SP,Rua Oscar Freire, 585, Jardins,Rua Floriano Peixoto 00915 - CE,Rua João de Almeida, 72 - RJ,Av. Paulista, 726 - L1 - SP,Av. Marechal Câmara, nº 160 - Rio de Janeiro - RJ,Rua Visconde de Pirajá, nº 127 - Rio de Janeiro - RJ,Avenida das Esmeraldas, 512 - Osasco - SP,Rua das Palmeiras, nº 233 - loja - São Paulo - SP,EQ 406/407-SUL  Lote 1 - Brasília - DF,Av. Brigadeiro Faria Lima, 2232,Praça Tiradentes, 85 - MG,Rua Buenos Aires, 48 - RJ,Av Paulista 447 Loja - SP,Rua Mariz e Barros, nº 79 - Rio de Janeiro - RJ,Rua Salvador Gianetti, nº 436 - São Paulo - SP,Rua Paes Leme, 250/258 - São Paulo - SP,Av. Indianópolis, nº 2.125 - São Paulo - SP,Via Anchieta, nº 1.558 - São Paulo - SP,Rua Santa Filomena, nºs 677, 687 e 697, Centro - SBC - SP,R. Marechal Deodoro - SP,Av. Liberdade, 151 - SP,Av. Mateo Bei 3286 - SP,Rua da Quitanda, 70 - RJ,R. Cel. Souza Franco, 115 - Suzano - SP,Estrada de Itapecerica, nº 3.429 - São Paulo - SP,Av. Maria Luiza Americano, 1688 - São Paulo/SP,Lg. Páteo do Colégio, 1 - São Paulo - SP,Av. Mateo Bei, 413 - São Paulo/SP,Estrada do Pernambuco, nº 500 - Guarujá - SP,Av. Afrânio de Melo Franco, 131 - Leblon - RJ,Rua Pedro I 00373 - CE,Praça Visconde de Mauá, 20 - SP,Av Eng. Luiz Carlos Berrini, 1307 - SP,Av. Imirim, nº 1.271 - São Paulo - SP,Rua Dias da Cruz, nº 28-A - Rio de Janeiro - RJ,Av. 1, 500  Rio Claro - SP,Av. Paulista, 1.227,Rua Haddock Lobo, 1573, Jardins,Av. João Pinheiro, 500 - MG,Av. Rio Branco, 115 - RJ,Av. Cons. Rodrigues Alves, 53 - SP,Av. Sto. Amaro, 3332 - SP,Av. República do Chile, nº 230 - Rio de Janeiro - RJ,Est. Rio do A, 1131 - Campo Grande - RJ,Alameda Santo Ângelo, 118 - Mogi das Cruzes - SP,Rua Guerino Giovani Leardini, nº 63/67 - São Paulo - SP,Av. Senador Queiroz, nº 85 a 111 - Lj 1 a 3 - São Paulo - SP,Rua Desembargador Góes Cavalcante, nº 261 - Recife - PE,Av. Duque de Caxias - SP,R Barao de Jundiai 884 - SP,Rua Dr. Feliciado Sodré, 111 - RJ,Rua 7 de Setembro, 1100 - RS,Av. Rio Branco, 311-B - Rio de Janeiro - RJ,Rua dos Italianos, 609 - São Paulo - SP,Av. Marechal Floriano Peixoto, nº 2.370 - N Iguaçu - RJ,Rua Dr. Nilo Peçanha, nº 125 - São Gonçalo - RJ,Av. Barão de Itapura, nº 2233 - Campinas - SP,Rua 12, 239 - RJ,Rua. Sem. Flaquer, 305 - SP,Av. Senador Queiroz, nº 85 a 111 - Lj 4 e 5 - São Paulo - SP,Av. Rio Branco, nº 1.675 - loja - São Paulo - SP"
300,RBVO11,,"9,20","1,42%","20,74%","0,52",4.745.580,5.047,0,"0,00","0,00","0,00%","0,00%",
301,RCFF11,Títulos e Val. Mob.,"90,00","8,99%","3,26%","0,98",29.088.000,1.477,0,"0,00","0,00","0,00%","0,00%",
302,RCRB11,Lajes Corporativas,"144,00","3,23%","6,09%","0,69",531.460.000,682.458,9,"12.958,00","980,41","7,57%","18,66%","Rua Girassol, 555  Vila Madalena,Rua da Candelária nº 65, Centro, Rio de Janeiro/RJ,Avenida Paulista, 37, São Paulo/SP,Rua Surubim, 373, Brooklin Novo, São Paulo/SP,Alameda Santos, 1.800 - Jardins,Alameda Santos, 1163, Cerqueira César, São Paulo/SP,Praia do Flamengo nº 154, Flamengo, Rio de Janeiro/RJ,Rua Olimpiadas. 205, São Paulo SP,Av. Juscelino Kubitschek, 510, Itaim Bibi, São Paulo/SP"
303,RCRI11B,Híbrido,"1.200,00","4,39%","0,00%","1,16",61.214.400,0,0,"0,00","0,00","0,00%","0,00%",
304,RDES11,Híbrido,"58,00","0,27%","0,00%","0,84",43.036.000,0,3,"3.231,09","315,77","9,77%","47,02%","Rua Padre Carapueiro, 733, Boa Viagem - PE,Avenida Trancedo Neves, 450 - Caminho das Árvores, Salvador - BA,Rua Antônio Lumack, 96, Boa Viagem - PE"
305,RDPD11,Títulos e Val. Mob.,"22,96","49,75%","110,99%","1,03",24.751.800,96.884,0,"0,00","0,00","0,00%","0,00%",
306,RECR11,Títulos e Val. Mob.,"88,56","13,39%","12,34%","0,93",2.341.670.000,4.623.540,0,"0,00","0,00","0,00%","0,00%",
307,RECT11,Híbrido,"50,04","12,31%","12,02%","0,54",427.516.000,670.403,9,"5.568,92","727,71","13,07%","11,07%","Av. Dona Ana Costa, nº 433, cidade de Santos - SP,Complexo Madeira, Alameda Madeira, nº 328, na cidade de Barueri - SP,Av. Europa, nº 884, lote 3, quadra 6, no 20º Subdistrito  Jardim América, São Paulo - SP,Av. Ayrton Senna, 2200 - Barra da Tijuca - Rio de Janeiro - RJ,Alameda Xingu, 512 - Alphaville - Barueri - SP,Av. Tamboré, 267 - Alphaville - Barueri - SP,SHCS Q.6 BL A, 7º, 8º E 12º andares - Brasília - DF,Corporate Emiliano, Rua Emiliano Perneta, 480, Curitiba, PR,Alameda Rio Claro, 190, Bela Vista, São Paulo - SP"
308,RECX11,Títulos e Val. Mob.,"64,76","13,08%","12,43%","0,86",14.138.000,14.814,0,"0,00","0,00","0,00%","0,00%",
309,REIT11,Títulos e Val. Mob.,"178,00","1,02%","65,18%","0,60",4.679.800,4,0,"0,00","0,00","0,00%","0,00%",
310,RELG11,Híbrido,"59,08","15,84%","13,02%","0,48",78.845.900,129.611,5,"1.124,30","184,79","16,44%","12,00%","Av. Bahia, nº 1.000,Lote 12 da Quadra 06, no município de Queimados - Rio de Janeiro,Via de Ligação, 109, Polo Industrial, Camaçari/BA,Estrada dos Estudantes, 600, Cotia/SP,Avenida Wilson Tavares Ribeiro, nº 800,Rua Josepha Gomes de Souza, 306, Extrema/MG"
311,RFOF11,Títulos e Val. Mob.,"75,78","7,39%","12,03%","0,94",81.703.300,84.726,0,"0,00","0,00","0,00%","0,00%",
312,RINV11,Títulos e Val. Mob.,"108,15","3,30%","3,43%","1,04",32.459.000,142.197,0,"0,00","0,00","0,00%","0,00%",
313,RMAI11,Híbrido,"48,00","1,64%","6,46%","0,48",117.302.000,59.122,2,"2.809,94","159,88","5,69%","38,25%","Avenida Armando Morais Sarmento, nº 100, Distrito Industrial de Queimados, Cidade de Queimados, Estado do Rio de Janeiro ,Rua José Versolato, 111, Centro, São Bernardo do Campo/SP."
314,RNDP11,Títulos e Val. Mob.,"116,95","-12,54%","112,79%","0,65",12.569.900,9.754,0,"0,00","0,00","0,00%","0,00%",
315,RNGO11,Lajes Corporativas,"49,02","10,35%","10,35%","0,57",131.178.000,81.711,4,"2.398,84","298,22","12,43%","16,67%","Alameda Rio Negro, 585- Alphaville Industrial, Barueri- SP,Alameda Rio Negro, 585- Alphaville Industrial, Barueri- SP,Alameda Rio Negro, 585- Alphaville Industrial, Barueri- SP,Alameda Rio Negro, 585- Alphaville Industrial, Barueri- SP"
316,ROOF11,Outros,"590,00","-11,89%","55,88%","1,07",45.722.000,6.269,79,"2.936,62","13,83","0,47%","0,00%","Alameda Joaquim Eugênio de Lima, 1516, Apto 33, Edif Apiuna, São Paulo/SP, 01403-002,Rua Diana, 649, APTO 41, São Paulo - SP, CEP 05019-000,Rua Padre João Goetz, 1111, AP 32A, Presidente Prudente - SP, 19061-460,Rua Dona Tecla, 230, APT 67, Flor Da Montanha, Guarulhos/SP, 07097-380,Rua Santo Casarotti, 277 - Jd. Santa Fé, 19060-360, Presidente Prudente, SP,Av. Coronel José Soares Marcondes, AP 21, 2267, Presidente Prudente - SP, 19013-050,Alameda Portella, 217 - Terras de São José Urbano Portella, Itu/SP, 13301-270,Rua Padre João Goetz, 1111, AP 23F, Presidente Prudente - SP, 19061-460,Rua Doutor Jose Elias, 227, Apto 42, Torre 2, Lapa, São Paulo/SP, 04511-011,Rua Santo Casarotti, 301 - Lote 01, Jd. Santa Fé, 19060-360, Presidente Prudente, SP,Alameda Joaquim Eugênio de Lima, 1058, Apto 43, São Paulo/SP, 01403-002,Rua Filomeno Antônio Cândido, 260, Pq. Higienópolis, Presidente Prudente/SP, 19053-605,Av. Higienópolis, 968 - Apto 61 - Bloco B, São Paulo/SP, 01238-000,Av. Miruna, 1108 - Apto 31, Indianópolis, São Paulo/SP, 04084-004,Rua Itaro Koyanagui, 11, Presidente Prudente - SP - 19024-270,Rua Cotoxó, 799 - Apto 81, Perdizes, São Paulo/SP, 05021-001,Rua Azevedo Soares, 656 - Apto 52, Tatuapé, São Paulo/SP, 03322-000,Rua Doutor Thirso Martins, 264 - Apto 82B, Vila Mariana, São Paulo/SP, 04120-050,Rua Barbara Heliodora, 65, Apto 81, Vila Romana, São Paulo/SP, 05044-040,Av. Francisco de Paula Quintanilha Ribeiro, 246, Apto 54A, São Paulo/SP, 04330-020,Rua Ática, 420, Apto. 81, Campo Belo, São Paulo/SP, 04634-042,Av. Nove De Julho, 1050 - Apto 23, Bela Vista, São Paulo/SP, 01312-000,Estrada Carlos Queiroz Telles, 30 - Apto 201, Jd Fonte do Morumbi, São Paulo/SP, 05704-150,Rua Dos Ingleses, 454 - Apto 01, Morro Dos Ingleses, São Paulo/SP, 01329-000,Rua Afonso Celso, 1102 - Apto 52 Bloco, Vila Clementino, São Paulo/SP, 04119-061,Alameda Sarutaiá, 186 - Apto 101, Jd Paulista, São Paulo/SP, 01403-010,Rua Tupanaci, 164, Apto 92, Saúde, São Paulo/SP, 04131-020,Rua Padre João Goetz, 1111, AP 33A, Presidente Prudente - SP, 19061-460,Rua Prof. Hilário Veiga de Carvalho, 111 Apto 201, São Paulo/SP, 05641-070,Rua Doutor Eduardo de Souza Aranha, 67, AP 1006, São Paulo/SP, 04543-120,Rua Cardoso De Almeida, 654 - Apto 81 Ed Maria Vitoria, Perdizes, São Paulo/SP, 05013-000,Rua Satoru Honda, lado par, Lote 6, Qda G, Residencial Universitário, Presidente Prudente/SP, 19063-737,Rua Padre João Goetz, 1111, AP 24A, Presidente Prudente - SP, 19061-460,Rua André Mendes, 330, AP 62, São Paulo/SP, 04149-110,Rua Santo Casarotti, 2990 - Jd. Santa Fé, 19060-360, Presidente Prudente, SP,Rua Carlos Weber, 956 - Apto 184, Vila Leopoldina, São Paulo/SP, 05303-000,Rua Edivar de Oliveira, 397, Presidente Prudente/SP, 19042-505,Rua Raul Valadão Furquim, 299, 19035-000, Presidente Prudente, SP,Av. Zelina, 363 - Apto 63 , Vila Prudente, São Paulo/SP, 03143-001,Avenida Atílio Albertini, s/n, SP- Regente Feijó, 19570-970,Rua Vitorino Carmilo, 620, Apto. 14, Ed Porto Principe, Barra"
317,RPRI11,Títulos e Val. Mob.,"97,85","11,55%","12,50%","0,96",219.356.000,383.127,0,"0,00","0,00","0,00%","0,00%",
318,RRCI11,Títulos e Val. Mob.,"83,99","11,80%","14,69%","0,91",40.462.800,39.347,0,"0,00","0,00","0,00%","0,00%",
319,RSPD11,Residencial,"1.125,00","-2,11%","5,42%","1,09",167.637.000,0,0,"0,00","0,00","0,00%","0,00%",
320,RURA11,Títulos e Val. Mob.,"10,38","8,89%","13,23%","1,03",1.013.080.000,1.291.400,0,"0,00","0,00","0,00%","0,00%",
321,RVBI11,Títulos e Val. Mob.,"82,65","10,20%","10,78%","0,98",119.016.000,180.991,0,"0,00","0,00","0,00%","0,00%",
322,RZAG11,Títulos e Val. Mob.,"9,38","12,41%","15,78%","0,99",638.219.000,2.262.340,0,"0,00","0,00","0,00%","0,00%",
323,RZAK11,Títulos e Val. Mob.,"94,00","8,12%","17,21%","1,01",827.941.000,4.299.500,0,"0,00","0,00","0,00%","0,00%",
324,RZAT11,Híbrido,"94,81","13,16%","6,25%","0,95",351.571.000,823.538,10,"774,03","65,74","8,49%","0,00%","Rua Professor Luciano Prata 204, São Paulo, SP, 02510-020,Av. Costa e Silva 1275, Campo Grande, MS, 79050-410,Av. Perimetral Norte 10001, Goiânia, GO, 74583-285,Rod. Juscelino Kubitscheck de Oliveira - BR 364, Frutal, MG, 38200-000,Rodovia BR 060 KM 504, Goiânia, GO, 75800-001,Rodovia BR 020 572, Caucaia, CE, 061663-015,Rodovia GO-070, Km 2 Qd. CH, Lt. 444, , Goiânia, GO, 74470-260,Avenida Juscelino Kubitschek De Oliveira, 154, Blocos A, B, C, Centro, Votorantim/SP, Brasil, 18110-901,Rodovia Washington Luis KM 198, Corumbataí, SP, 13540-000,Av. Santos Dumont 4305, Mirassol, SP, 15135-160"
325,RZDM11,Híbrido,"550,16","2,04%","0,45%","1,00",88.025.600,1.444.900,0,"0,00","0,00","0,00%","0,00%",
326,RZTR11,Híbrido,"93,93","15,64%","13,26%","0,99",1.037.740.000,2.111.980,16,"2,03","0,38","18,66%","0,00%","Zona rural de Campo Verde/MT,Zona rural de Rio Verde/GO,Zona rural de Buriticupu/MA,Zona rural de Sorriso/MT,Zona rural de Sambaíba /MA,Zona rural de Serranópolis/GO,Zona rural de Formosa do Rio Preto/BA,Zona rural de Sorriso/MT,Zona rural de Canarana/MT,Zona rural de Sorriso/MT,Zona rural de São Jose do Xingú/MT,Zona rural de Nova Ubiratã/MT,Zona rural de Rio Verde/GO,Zona rural de Bom Jesus/PI,Zona rural de Serranópolis/GO"
327,SADI11,Títulos e Val. Mob.,"83,78","37,99%","14,80%","0,87",129.749.000,316.424,0,"0,00","0,00","0,00%","0,00%",
328,SAIC11B,Lajes Corporativas,"37,88","-1,56%","0,00%","0,68",54.158.600,0,1,"4.732,17","0,00","0,00%","100,00%","SIA Trecho 01  Lotes 630, 640, 650, 660, 670, 680, 690, 700, 710, 720, 730, 740, 750, 760, 770 e 780 - BRASÍLIA - DF"
329,SARE11,Híbrido,"66,86","11,60%","11,37%","0,71",617.407.000,1.685.300,3,"2.721,92","275,46","10,12%","0,00%","Avenida Tucunaré , 720, Tamboré - CEP: 06460-020, Barueri - SP,Avenida João Pessoa, nº 500, Jardim Utinga, Cidade de Santo André  São Paulo - SP, CEP 09230-650,Rua Bela Cintra, 755, São Paulo - SP"
330,SCPF11,Shoppings,"5,19","4,98%","5,09%","0,44",21.798.000,3.369,1,"4.477,47","774,77","17,30%","23,89%","Rua Junqueira Ayres, 165 - Barris - Salvador - BA"
331,SDIL11,Logística,"95,01","9,86%","10,06%","0,99",607.594.000,927.428,6,"1.733,29","230,32","13,29%","0,09%","Rodovia Índio Tibiriçá, nº 6.000,Avenida Ol 03, 200 - Duque de Caxias - RJ,BR 040, KM 23 - Contagem/MG,Avenida Ol 03, 200 - Duque de Caxias - RJ,Rua Prof. João Cavalheiro Salem, 1.289 Bonsucesso, Guarulhos/SP"
